obra_id,titulo,dominio_atual,dominio_proposto,subdominio_proposto
59f8649e-cf67-490c-b69a-5ab2cf9161e5,Plataforma de Inteligência — Munição de Venda,,inteligencia,
eb7cb7bf-a01e-4419-96b8-dbd5bf870b80,Portaria GM-MD nº 3.914/2021 — Sistema de Inteligência de Defesa,,inteligencia,
9bb202a1-84c9-47f7-b49b-e0c5c075cbaa,Portaria GSI/PR nº 40/2018 — Plano Nacional de Inteligência (PLANINT),,inteligencia,
e0d69b9c-b569-40db-9920-4cc8c8ac9113,Portaria GSI/PR nº 59/2018 — Programa Nacional de Proteção do Conhecimento Sensível (PNPC),,inteligencia,
a6cb1510-e9a2-48c7-9c3b-24696c1b5904,Portaria Interministerial GSIPR e outros nº 4/2024 — Comitê Nacional de Segurança de Infraestruturas Críticas,,inteligencia,
ec99d509-2d89-495b-8ff7-b4bed4e0d72a,Projeto de Lei nº 6423/2025 — Marco Civil da Inteligência de Estado (minuta),,inteligencia,
3d0de853-1eef-4113-9aef-c17823ff9ac6,Psychology of Intelligence Analysis,,inteligencia,
fbe238a7-0ba9-4e47-be75-eafb38b0bf6c,Referencial de análise (Abin) — coletânea de artigos,,inteligencia,
93d1804b-3ee6-4bf8-9530-51d86920c427,Resolução nº 2/2013-CN — Comissão Mista de Controle das Atividades de Inteligência (CCAI),,inteligencia,
f3efe3d3-7c72-4370-a18b-41e0e2321860,"Spies, Lies, and Algorithms: The History and Future of American Intelligence",,inteligencia,
09862f70-8161-481f-a139-2292242db5a3,Structured Analytic Techniques for Intelligence Analysis,,inteligencia,
ceddbfac-9c14-4bb4-bf35-6d6733894d00,Structured Analytic Techniques: Taxonomy and Technique Selection for Information and Intelligence Analysis Practitioners,,inteligencia,
283867d3-e8db-4d60-ba50-8565814f2b86,"Technical Specifications for Construction and Management of Sensitive Compartmented Information Facilities (IC Tech Spec for ICD/ICS 705), Version 1.5",,inteligencia,
ee393d21-5c43-4df0-b251-895740d105a3,Information and documentation — WARC file format (BS ISO 28500:2009),engenharia-software,,
067294af-e21b-4892-88ca-23be59b8bf9f,Robots Exclusion Protocol,seguranca-privacidade,,
9a99648f-eeee-43d2-ba78-869d44feb9b6,The State of Dark Data,,,
